	AM-F10-T1	AM-F10-T2	DA-AD-1	DA-AD-2	DA-AD-3	DA-AD-4	ES-AD-1	ES-AD-2	ES-AD-3	ES-AD-4	FR-AD-1	FR-AD-2	FR-AD-3	FR-AD-4	FR-AD-5	FR-AD-6	FR-AD-7	FR-AD-8	IT-AD-1	IT-AD-2	IT-AD-3	IT-AD-4	IT-AD-5	IT-AD-6	JP-AD-1	JP-AD-2	JP-AD-3	JP-AD-4	JP-AD-5	JP-AD-6	JP-AD-7	JP-AD-8	JP-AD-9
Xanthomonas	0.00000000	0.00000153	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000797	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Brachyspira	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000971	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Treponema	0.00001929	0.00002229	0.00003914	0.00001780	0.00001132	0.00005537	0.00002397	0.00000386	0.00000000	0.00005409	0.00001045	0.00004252	0.00000000	0.00004300	0.00003651	0.00006336	0.00000000	0.00006481	0.00003495	0.00004788	0.00001157	0.00000000	0.00001089	0.00004332	0.00002359	0.00012237	0.00000000	0.00013783	0.00041739	0.00000000	0.00000000	0.00002197	0.00006082
Aminobacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Aminomonas	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00001585	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Pyramidobacter	0.00000825	0.00000000	0.00000000	0.00000000	0.00002223	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00002073	0.00004328	0.00000000	0.00448212	0.00000000	0.00001136	0.00030211	0.00083039	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Acholeplasma	0.00009363	0.00000000	0.00000000	0.00004957	0.00000000	0.00006640	0.00000000	0.00004838	0.00000000	0.00000000	0.00000000	0.00041576	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00001943	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Entomoplasmataceae	0.00006163	0.00000000	0.00000000	0.00029549	0.00002350	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00004021	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Mesoplasma	0.00003553	0.00000000	0.00000000	0.00003762	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00018426	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Mycoplasma	0.00000000	0.00000000	0.00000000	0.00365058	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00007897	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Verrucomicrobia	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Akkermansia	0.00110539	0.00261134	0.00021111	0.06584182	0.02905030	0.00000000	0.00000000	0.00015304	0.00000558	0.04946873	0.00861298	0.08688558	0.04399309	0.01244310	0.00000000	0.00000000	0.01135816	0.02138060	0.01073193	0.01896788	0.00550370	0.00000000	0.03012273	0.00312771	0.00070907	0.00000000	0.00077418	0.00023757	0.00825079	0.00162419	0.00000000	0.00000000	0.00000000
Opitutus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Coraliomargarita	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000760	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Methanobrevibacter	0.01963307	0.01254332	0.00000000	0.00768753	0.00013041	0.00021254	0.00000000	0.00021634	0.00000000	0.00000000	0.00131630	0.00197690	0.00003383	0.00000000	0.01241250	0.00831859	0.00019103	0.00000000	0.00000000	0.00103107	0.00000000	0.00056856	0.01651201	0.00550407	0.00000000	0.00030779	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Methanosphaera	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00003296	0.00000000	0.00000000	0.00044597	0.00080256	0.00000000	0.00000000	0.00000000	0.00000000	0.00012548	0.00000000	0.00000000	0.00000000	0.00000000	0.00009384	0.00117789	0.00052384	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Methanocella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00001875	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00002789	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Cyanobacteria	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00001855	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Family_XII_GpXII	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000736	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Cyanobacteria_Family_XI_GpXI	0.00000000	0.00000000	0.00000000	0.00000511	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000938	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Family_IX_GpIX	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Megasphaera	0.00092646	0.00044477	0.00015476	0.00033418	0.00021307	0.00031377	0.00046386	0.00023816	0.00053819	0.00031529	0.00061136	0.00031499	0.00037776	0.00037086	0.00035045	0.00051277	0.00044700	0.00050806	0.00168515	0.00015753	0.00026123	0.00004804	0.00047130	0.00044958	0.00077971	0.00303047	0.00450844	0.00088955	0.00072764	0.00011569	0.00010431	0.00027594	0.00062637
Acidaminococcus	0.00032022	0.00076266	0.00030998	0.00025516	0.00087582	0.00087103	0.01600193	0.00098243	0.01038153	0.00020275	0.00510855	0.00050394	0.00061524	0.00040484	0.00034521	0.00249773	0.00018779	0.00044750	0.00164094	0.00012997	0.00039793	0.00246835	0.00033594	0.00138355	0.08141803	0.02333849	0.00148306	0.00054738	0.00047812	0.00044226	0.00032491	0.00055684	0.00063914
Mitsuokella	0.00000273	0.00000000	0.00000364	0.00006368	0.00908239	0.00369459	0.00000000	0.01625714	0.00007018	0.00000573	0.00000000	0.00000000	0.00000000	0.00000000	0.00001891	0.00000000	0.00001076	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00918584	0.00021991	0.06944529	0.09661022	0.00063152	0.00000000	0.00011624	0.00000000	0.00001137	0.00000000
Selenomonas	0.00001101	0.00000306	0.00000000	0.00000000	0.00001113	0.00000000	0.00000000	0.00000000	0.00006855	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00002552	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Veillonella	0.00000651	0.00000728	0.00003916	0.00002744	0.00000000	0.00009784	0.00000000	0.00004087	0.00034428	0.00003185	0.00002429	0.00151315	0.00040472	0.00042535	0.00000000	0.00123519	0.00007767	0.00000000	0.00000000	0.00000000	0.00012231	0.00280284	0.00023044	0.00191869	0.00000000	0.00007554	0.00010350	0.00016747	0.00004042	0.00064177	0.00078803	0.00008215	0.00003443
Dialister	0.00562585	0.00006611	0.00000000	0.00004721	0.00025531	0.00102241	0.00000000	0.00001536	0.00003920	0.00061569	0.00033259	0.00000000	0.00000000	0.00039637	0.00002570	0.00072830	0.03442013	0.00000000	0.00000000	0.01168568	0.01262322	0.00107894	0.01610915	0.00000000	0.00000000	0.00046574	0.00000000	0.00444688	0.01284327	0.00170289	0.00000000	0.00000000	0.00059691
Ruminococcaceae	0.01167649	0.01143619	0.00281107	0.00750259	0.00717724	0.00544785	0.01126224	0.00374748	0.00565179	0.01357326	0.00837514	0.02307096	0.00431314	0.00444078	0.00348362	0.00559502	0.00796792	0.00661938	0.01516274	0.00900320	0.00426290	0.00039333	0.00969287	0.00428798	0.00173374	0.00612861	0.00322322	0.00565824	0.01415368	0.01446342	0.00254386	0.00503819	0.00485453
Subdoligranulum	0.00395948	0.00591211	0.00263982	0.00199408	0.00777291	0.00267676	0.00034208	0.00269440	0.00187032	0.00644963	0.00820862	0.00264418	0.00140032	0.00422087	0.00327884	0.00414118	0.00546116	0.00368108	0.00362128	0.00520344	0.00650212	0.00324237	0.00462379	0.00646474	0.00549311	0.00222814	0.00447390	0.00212653	0.00318630	0.00290493	0.00021084	0.00701326	0.00368731
Faecalibacterium	0.08192745	0.07171254	0.01877957	0.00849171	0.02830344	0.03215285	0.03368022	0.03168661	0.05560608	0.03696529	0.08324201	0.03775061	0.03627994	0.04090812	0.04375268	0.02998425	0.05560018	0.02866554	0.03897590	0.04573154	0.07412765	0.03016645	0.01881446	0.05999208	0.14996286	0.06943643	0.13405423	0.11687280	0.02285126	0.04043665	0.00617992	0.04625015	0.13367981
Acetivibrio	0.00002636	0.00001585	0.00008708	0.00023424	0.00009686	0.00012719	0.00000784	0.00004392	0.00006315	0.00009987	0.00007488	0.00002953	0.00014607	0.00010436	0.00009601	0.00006846	0.00007053	0.00019623	0.00003177	0.00006919	0.00018195	0.00001439	0.00037358	0.00003468	0.00007675	0.00011354	0.00003578	0.00006848	0.00012530	0.00011692	0.00002984	0.00007146	0.00006336
Anaerotruncus	0.00238015	0.00110223	0.00056448	0.00072407	0.00050842	0.00057018	0.00100182	0.00029164	0.00111811	0.00211454	0.00063571	0.00077411	0.00106756	0.00067345	0.00060033	0.00089950	0.00052295	0.00070485	0.00338248	0.00091583	0.00055660	0.00012634	0.00083951	0.00044290	0.00074907	0.00169769	0.00083542	0.00112824	0.00376570	0.00193953	0.00038970	0.00258360	0.00109570
Ruminococcus	0.04024466	0.00909014	0.00649973	0.00176278	0.00271001	0.01372323	0.00054458	0.00355777	0.00635559	0.00961088	0.02153144	0.01391232	0.00427214	0.00883805	0.00468216	0.00202040	0.04261553	0.05352079	0.06710775	0.01016860	0.01775003	0.00308346	0.04170391	0.00483945	0.00120289	0.01373417	0.00137493	0.00821235	0.01876608	0.00666102	0.00032425	0.00520158	0.00052699
Alkaliphilus	0.00000286	0.00000000	0.00000000	0.00003726	0.00000578	0.00001157	0.00000000	0.00000000	0.00000000	0.00000946	0.00000000	0.00000000	0.00000000	0.00000891	0.00001647	0.00000359	0.00000000	0.00001773	0.00000000	0.00002443	0.00000000	0.00000000	0.00006842	0.00000000	0.00000000	0.00000857	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Clostridium	0.00002557	0.00000937	0.00003532	0.00005041	0.00000725	0.00002209	0.00000578	0.00000000	0.00000000	0.00002272	0.00003972	0.00012461	0.00004528	0.00008608	0.00010577	0.00019342	0.00008094	0.00003726	0.00004260	0.00000000	0.00002284	0.00213229	0.00013273	0.00023009	0.00000000	0.00000000	0.00004900	0.00004400	0.00042562	0.00007884	0.00000693	0.00000000	0.00000000
Symbiobacterium	0.00000790	0.00000220	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00001591	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00001553	0.00000000	0.00000000	0.00000000	0.00000000	0.00001024	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Thermincola	0.00000000	0.00000000	0.00000000	0.00000000	0.00002292	0.00001147	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00004410	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Desulfitobacterium	0.00004920	0.00000000	0.00001535	0.00000521	0.00004354	0.00000000	0.00000000	0.00000000	0.00000000	0.00001098	0.00001991	0.00001075	0.00000000	0.00003040	0.00000000	0.00001430	0.00000000	0.00000967	0.00000000	0.00000000	0.00001059	0.00000000	0.00000000	0.00001032	0.00000000	0.00001734	0.00000000	0.00001579	0.00002433	0.00000000	0.00000000	0.00000000	0.00000000
Desulfotomaculum	0.00000195	0.00000000	0.00000779	0.00001483	0.00000789	0.00000790	0.00000000	0.00000269	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00003086	0.00001350	0.00000000	0.00000000	0.00001219	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Pelotomaculum	0.00000466	0.00000259	0.00000929	0.00000986	0.00000000	0.00000000	0.00000000	0.00000963	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00001811	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Finegoldia	0.00001511	0.00004480	0.00012515	0.00000000	0.00000000	0.00000000	0.00005729	0.00000000	0.00000000	0.00001526	0.00000000	0.00005033	0.00000000	0.00000000	0.00025748	0.00002954	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00002828	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Peptoniphilus	0.00000000	0.00000461	0.00000000	0.00010536	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000922	0.00000000	0.00000000	0.00000000	0.00000000	0.00003260	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00004724	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00010800
Parvimonas	0.00001654	0.00000460	0.00001650	0.00001751	0.00000000	0.00001673	0.00001000	0.00000000	0.00000000	0.00001734	0.00000000	0.00000000	0.00000000	0.00006534	0.00000000	0.00000000	0.00003254	0.00000000	0.00000000	0.00003533	0.00000000	0.00003245	0.00003215	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00010052	0.00000000	0.00000000	0.00000000	0.00000000
Anaerococcus	0.00001074	0.00001597	0.00000000	0.00005202	0.00000000	0.00000000	0.00002971	0.00000000	0.00000000	0.00001563	0.00001225	0.00004285	0.00005683	0.00000000	0.00000000	0.00004057	0.00000000	0.00000000	0.00000000	0.00000000	0.00001027	0.00001461	0.00000000	0.00000000	0.00004993	0.00000000	0.00000000	0.00000000	0.00001996	0.00000000	0.00000000	0.00000000	0.00004850
Syntrophomonas	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00002135	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Syntrophothermus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00002359	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Peptostreptococcaceae	0.00078861	0.00055551	0.00015311	0.00035532	0.00036339	0.00038237	0.00036307	0.00031783	0.00023521	0.00077637	0.00038638	0.00034411	0.00041389	0.00076056	0.00043191	0.00057528	0.00098811	0.00049797	0.00081124	0.00017040	0.00029391	0.00019077	0.00037391	0.00032932	0.00033470	0.00064413	0.00040498	0.00049680	0.00136345	0.00028739	0.00010200	0.00063114	0.00163177
Filifactor	0.00001475	0.00000410	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00001547	0.00000000	0.00002970	0.00000000	0.00000000	0.00000000	0.00000000	0.00002902	0.00000000	0.00003067	0.00000000	0.00000000	0.00007235	0.00000000	0.00000000	0.00004944	0.00000000	0.00000000	0.00004733	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Sporacetigenium	0.00115750	0.00037033	0.00008751	0.00006023	0.00000000	0.00002238	0.00062191	0.00029721	0.00002084	0.00020714	0.00008692	0.00017498	0.00046409	0.00076726	0.00003278	0.00077131	0.00062958	0.00016772	0.00008049	0.00002701	0.00005057	0.00021081	0.00011366	0.00062451	0.00003178	0.00032409	0.00004163	0.00007605	0.00070112	0.00024637	0.00039985	0.00033531	0.00028814
Peptostreptococcus	0.00009077	0.00000752	0.00003150	0.00008795	0.00000000	0.00002509	0.00000000	0.00004893	0.00000599	0.00003793	0.00002523	0.00009533	0.00044146	0.00010262	0.00005083	0.00011915	0.00000887	0.00003333	0.00002363	0.00000000	0.00002793	0.00002654	0.00024985	0.00000871	0.00009824	0.00010944	0.00000000	0.00004340	0.00004111	0.00014381	0.00025933	0.00027102	0.00004405
Heliobacterium	0.00000458	0.00000000	0.00000000	0.00000970	0.00000000	0.00000000	0.00000000	0.00001894	0.00000000	0.00001602	0.00000000	0.00000000	0.00000000	0.00003620	0.00003168	0.00000000	0.00000000	0.00005403	0.00000000	0.00001958	0.00000000	0.00000000	0.00003563	0.00000000	0.00000000	0.00000000	0.00000000	0.00001470	0.00002785	0.00000000	0.00000000	0.00000000	0.00000000
Lachnospiraceae	0.05016927	0.02372668	0.05374870	0.01329292	0.00613964	0.02409891	0.02858098	0.01877146	0.02754079	0.03469410	0.01949263	0.01345943	0.02014612	0.09453568	0.05400805	0.04609564	0.04903577	0.05224675	0.02660915	0.00587281	0.03545559	0.01148608	0.01732815	0.02638349	0.02498520	0.04724745	0.01446762	0.01600474	0.03266628	0.04465106	0.03334218	0.02348259	0.03284652
Oribacterium	0.00004732	0.00003503	0.00003502	0.00002230	0.00006022	0.00001408	0.00001259	0.00002176	0.00001468	0.00001472	0.00000982	0.00004982	0.00015415	0.00003120	0.00004551	0.00007926	0.00007250	0.00008278	0.00002189	0.00001125	0.00009239	0.00004085	0.00004071	0.00004069	0.00018821	0.00000000	0.00004589	0.00010134	0.00019198	0.00003689	0.00000000	0.00008177	0.00011999
Coprococcus	0.00829207	0.01063818	0.00547985	0.00485286	0.00214813	0.01100201	0.00449593	0.01172303	0.00397111	0.01054429	0.02353535	0.00773338	0.00585091	0.04415555	0.00870950	0.01641087	0.02092949	0.01463438	0.00295136	0.00306031	0.01667608	0.00618638	0.00362649	0.01386197	0.00900656	0.00846511	0.00400529	0.00520611	0.01176547	0.00564823	0.00534706	0.01366397	0.01755100
Roseburia	0.05209823	0.01349262	0.00818179	0.00249954	0.00222968	0.01616933	0.00219302	0.00979963	0.00398082	0.00925633	0.02495221	0.01786918	0.00958342	0.01314055	0.02959587	0.05707284	0.04294726	0.04097388	0.00636065	0.00461188	0.01137918	0.02341555	0.00639642	0.00559451	0.01549525	0.03953973	0.01305770	0.02680453	0.00638873	0.00453819	0.25062110	0.04036311	0.05249463
Catonella	0.00006277	0.00005742	0.00002762	0.00010434	0.00009548	0.00006008	0.00005223	0.00005720	0.00004130	0.00011892	0.00007048	0.00011959	0.00021175	0.00018000	0.00011483	0.00012212	0.00013546	0.00005838	0.00001684	0.00004326	0.00020765	0.00003973	0.00005249	0.00004696	0.00029862	0.00009421	0.00025886	0.00010395	0.00018461	0.00012915	0.00018632	0.00007793	0.00045683
Dorea	0.02177863	0.01137338	0.00299562	0.00145824	0.00099160	0.00420000	0.00322889	0.00280669	0.00635877	0.00339743	0.00463214	0.00244301	0.00312663	0.01436603	0.00649314	0.01307699	0.01681682	0.01837458	0.00332603	0.00164578	0.00783510	0.00823965	0.00283103	0.00417255	0.00166618	0.00808773	0.00229725	0.00239754	0.00196294	0.00280994	0.00975859	0.00477655	0.00390916
Shuttleworthia	0.00000000	0.00000361	0.00000000	0.00000000	0.00000000	0.00003285	0.00007853	0.00004027	0.00000685	0.00000454	0.00005652	0.00002615	0.00000000	0.00000000	0.00004491	0.00000000	0.00007241	0.00000000	0.00000675	0.00008325	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Anaerostipes	0.01282593	0.00247337	0.00215670	0.00388322	0.00004649	0.00083214	0.00081975	0.00066636	0.00165767	0.00180694	0.00190553	0.00157759	0.00218874	0.00343838	0.00808206	0.00171943	0.02073279	0.00853429	0.00047920	0.00022884	0.00439572	0.00193409	0.00146411	0.00049417	0.00045984	0.00109162	0.00033163	0.00025379	0.00464702	0.00261155	0.00836589	0.00177317	0.08422954
Anaerofustis	0.00005551	0.00014745	0.00007385	0.00006530	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00002325	0.00001213	0.00000000	0.00000000	0.00003953	0.00002547	0.00000000	0.00002398	0.00000000	0.00000000	0.00000000	0.00003611	0.00003957	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Eubacterium	0.00736620	0.00986877	0.00478543	0.00727166	0.00267793	0.00625880	0.00235743	0.00464208	0.00212953	0.00424602	0.00397339	0.01392662	0.00365069	0.03284020	0.00908899	0.03018437	0.00851607	0.00601667	0.00904237	0.00339275	0.00468589	0.00207034	0.00366797	0.00377170	0.00263194	0.01031503	0.00410350	0.00305629	0.00581477	0.00391288	0.00952000	0.00248740	0.00776587
Blautia	0.05832780	0.10185540	0.00806225	0.00560877	0.00191022	0.00408879	0.01227160	0.00353350	0.01141670	0.00805788	0.00938478	0.00486836	0.00902284	0.02199719	0.01172887	0.01060614	0.03359739	0.02745573	0.00803528	0.00279534	0.00995539	0.00899332	0.01023848	0.00909973	0.00463335	0.00670894	0.00260905	0.00431815	0.00697613	0.00513472	0.00789254	0.00993769	0.01396384
Anaerosporobacter	0.00000872	0.00000485	0.00002707	0.00002462	0.00000000	0.00004312	0.00000000	0.00001202	0.00000460	0.00001321	0.00001626	0.00000585	0.00002156	0.00005168	0.00002680	0.00001643	0.00007244	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000936	0.00005196	0.00000552	0.00006240	0.00000000	0.00002650	0.00005493	0.00000000	0.00000000	0.00006310
Marvinbryantia	0.00020289	0.00021269	0.00006903	0.00007434	0.00019039	0.00009922	0.00002247	0.00015685	0.00025814	0.00023604	0.00016461	0.00009770	0.00006203	0.00026106	0.00014013	0.00009145	0.00085259	0.00017859	0.00021466	0.00007941	0.00023876	0.00007697	0.00033320	0.00018158	0.00002076	0.00007647	0.00004534	0.00006957	0.00018669	0.00006585	0.00016230	0.00015143	0.00022525
Carboxydothermus	0.00000000	0.00000326	0.00000000	0.00001242	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
Caldicellulosiruptor	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
